OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
230,Oakview Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,21121.4599609375,584.021132079679
231,Markwood Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,345821.418945312,2830.16768716599
232,Bear Creek Heritage Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,81822.740234375,1214.40557572739
233,Reflections Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,13631.146484375,483.93259848801
234,Woodridge Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,41168.9990234375,843.720887581886
235,Hurwitz Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,143206.421875,1662.70724102503
236,Keeler Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,178312.682617188,1961.64096485111
237,Pecan Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,40018.14453125,904.394847053387
238,Heritage Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,49642.595703125,945.877240996083
239,Millennium Park & Fountain,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,90586.7646484375,1640.62876543418
240,Keenan Crossing Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,3722363.87304688,14063.9865852934
241,Cottonwood Creek Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,1385585.4609375,6438.5685033347
242,Victoria Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,934153.669921875,4098.27578957363
243,Wyche Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,724124.815429688,5263.70663153408
244,Lively Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving/PADUSA/ESRI Streets Base Map,2020,1451443.34375,6529.62869988197
245,Luzon Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,53990.6171875,932.720526644698
246,Southwest Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,829020.4375,4742.36040887958
247,Sam Houston Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,11288914.1181641,21664.3993946266
248,Spring Trail Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,3935711.72265625,13975.5496099669
249,Post Oak Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2020,10757.9619140625,455.480482270031
250,Harrington Park,,Permanent,Irving,Local Park,Existing,City of Irving,2017,1385784.05371094,5518.2678980556
251,Woodhaven Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,66205.7177734375,1030.53076264034
252,Northwest Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,1716487.20898438,14758.748635078
253,Running Bear Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,3575552.82421875,11820.7118105531
254,Shady Grove Trail Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2018,593083.547851562,3368.67621604655
255,Trinity View Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,6773055.32617188,20454.2813844919
256,Hilltop Park,,Permanent,Irving,Local Park,Existing,City of Irving,2017,89952.0615234375,1485.9837060991
257,Town Lake Park,Municipal,City Property,Irving,Local Park,Existing,City of Irving,2017,975980.560546875,4085.88451717106
258,Echo Hills Park,,,Hurst,Local Park,Existing,City of Hurst,2018,306969.059570312,2413.59510458699
259,Chisholm Park,,,Hurst,Local Park,Existing,City of Hurst,2018,2359135.8671875,6296.17193531046
260,Smith Barfield Park,,,Hurst,Local Park,Existing,City of Hurst,2018,299948.158203125,2199.9512817656
261,Valentine Park,,,Hurst,Local Park,Existing,City of Hurst,2018,218388.93359375,3146.5789308852
262,Windmill Park,,,Hurst,Local Park,Existing,City of Hurst,2018,27915.3876953125,867.161642655303
263,Hurst Community Park,,,Hurst,Local Park,Existing,City of Hurst,2018,1988307.12988281,6519.21049072674
264,Vivagene Copeland Park,,,Hurst,Local Park,Existing,City of Hurst,2018,250643.955078125,2607.73584439583
265,Hurst Hills Park,City of Hurst,,Hurst,Local Park,Existing,City of Hurst,2018,171284,2334.11471180006
266,Bellaire Park,,,Hurst,Local Park,Existing,City of Hurst,2018,282560.336914062,3023.03021137173
267,Wan-Ka-Kani Park,,,Hurst,Local Park,Existing,City of Hurst,2018,160041.322265625,1825.38595584873
268,Jaycee Baker Park,,,Hurst,Local Park,Existing,City of Hurst,2018,207327.24609375,2023.0703657319
269,Redbud Park,,,Hurst,Local Park,Existing,City of Hurst,2018,308319.296875,2737.58359297625
270,Rickel Park,,,Hurst,Local Park,Existing,City of Hurst,2018,1195647.66015625,4666.16733814033
271,Billy Creek Park,,,Hurst,Local Park,Existing,PADUSA,2020,747610.5,5914.72405581907
272,Soccer Field,,Park and Open Space,Granbury,Local Park,Existing,City of Granbury,2017,128723.280273438,1880.97684916165
273,Shanley Park/Bicentennial Park,,Park and Open Space,Granbury,Local Park,Existing,PADUSA/City Website,2020,317905.948242188,2997.94512317075
274,Moore Street Baseball Complex,,,Granbury,Local Park,Existing,City Website,2020,461753.711914062,3242.95871203694
275,Hewlett Park,,Park and Open Space,Granbury,Local Park,Existing,PADUSA/City Website,2020,502828.432617188,3056.98060994375
276,Granbury City Park,,,Granbury,Local Park,Existing,ESRI USA Parks,2020,1970504.24804688,6512.84924865293
277,Dalworth Recreation Center,City of Grand Prairie,Special Use,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,22067.0703125,594.038933812103
278,Kirby Creek Natural Science Center,City of Grand Prairie,Special Use,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1503781.359375,11717.6545292118
279,McFalls Park East,City of Grand Prairie,Community Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1046559.15527344,4446.62417384003
280,Charley Taylor Park,City of Grand Prairie,Community Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,607141.310546875,4021.1870569178
281,Hendrix Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,57306.341796875,974.720985810694
282,Live Oak Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,76349.52734375,1116.46115998014
283,Grand Central Park,City of Grand Prairie,Regional Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,5977780.75488281,21421.6923371409
284,McFalls Park,City of Grand Prairie,City Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,2650143.06347656,8769.8120031535
285,Parkhill Park,City of Grand Prairie,Community Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1126591.79785156,4734.05009270651
286,Holland Street Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,21478.50390625,596.422504732677
287,Nance James Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,58752.73046875,1095.80823584517
288,Veterans Memorial Park,City of Grand Prairie,Special Use,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,280646.908203125,2357.17219237832
289,Johnson Street Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,27310.75,783.071941903079
290,Winsum Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,259106.8359375,2877.69906970981
291,CP Waggoner Park,City of Grand Prairie,City Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,2006952.79589844,5744.76901391315
292,Hill Street Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,764732.319335938,4110.34330775656
293,Lamar Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,27053.75,743.034266498397
294,Bowles Park,City of Grand Prairie,Community Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,906064.20703125,6056.52708449834
295,Fish Creek Linear Park,City of Grand Prairie,Linear,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,5577483.66210938,34534.6312187948
296,Alliance Skate Park,City of Grand Prairie,Special Use,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,172439.030273438,1766.99778105465
297,Camp Wisdom Park,US Army Corps,Regional Park,Dallas,Local Park,Proposed,City of Grand Prairie,2019,16271119.0039062,17876.9641440866
298,Bear Creek Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,121120.741210938,1431.51833549477
299,The Good Link Linear Park,City of Grand Prairie,Linear,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1704241.8671875,11816.5470833242
300,Mockingbird Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,32292.48046875,936.714388424483
301,Woodcrest Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,298942.791015625,2800.08688099672
302,Sesquicentennial Park,City of Grand Prairie,Mini-Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,28357.533203125,647.292183399623
303,Sycamore Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,244012.927734375,3700.66980540027
304,Turner Park,City of Grand Prairie,City Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1634626.15917969,5684.19975838775
305,Low Branch Park,US Army Corps,Special Use,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,5163557.77734375,20860.9627729736
306,LBJ Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,233287.733398438,1946.67984854419
307,Friendship Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,903147.390625,5682.9297763983
308,Bradshaw Park,City of Grand Prairie,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,177457.0546875,1970.24173781498
309,Mountain Creek Lake Park,City of Grand Prairie,City Park,Dallas,Local Park,Existing,City of Grand Prairie,2019,3890294.16210938,11842.101946562
310,Mike Lewis Park,City of Grand Prairie,City Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,4649473.03515625,9866.78377375335
311,Fish Creek Forest Preserve,Dallas County,Neighborhood Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,1776669.70996094,7453.10189234829
312,Mountain Creek Soccer Complex,City of Grand Prairie,Special Use,Dallas,Local Park,Existing,City of Grand Prairie,2019,4473374.79101562,8884.6770874163
313,Pleasant Valley Park,US Army Corps,Special Use,Grand Prairie,Local Park,Proposed,City of Grand Prairie,2019,10427103.0546875,18840.5448256939
314,Tyre Park,City of Grand Prairie,Community Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,926159.098632812,8526.08317764216
315,Britton Park,US Army Corps,Special Use,Mansfield,Local Park,Existing,City of Grand Prairie,2019,4554992.77050781,21521.0461772939
316,Lynn Creek Park,US Army Corps,Regional Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,33522178.4335938,80145.4940509786
317,Loyd Park,US Army Corps,Regional Park,Grand Prairie,Local Park,Existing,City of Grand Prairie,2019,36252156.0947266,46379.9502622844
318,Stone Creek Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,446378.041015625,7343.26909225725
319,JT Hinkle Park,,Greenbelt,Fort Worth,Local Park,Existing,City of Fort Worth,2019,259520.8203125,3333.41823757249
320,Vineyards at Heritage Park,,Greenbelt,Fort Worth,Local Park,Existing,City of Fort Worth,2019,1956925.18164062,11876.0667321449
321,Quanah Parker Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,3647311.05175781,14810.5163922899
322,Marie F Pate Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,211734.454101562,1837.66203266239
323,River Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,1069579.16210938,11514.4974315171
324,Westwind Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,54432.5654296875,1019.10641879488
325,Western Hills Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,439652.276367188,4359.06106744569
326,Thorny Ridge Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,166116.84765625,1694.38285302395
327,Ridglea Hills Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,283890.577148438,2576.49287449919
328,Morris Berney Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,175702.66015625,2041.90067259568
329,Mary and Marvin Leonard Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,276164.248046875,2486.86789159232
330,Goodman Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,5360.322265625,328.960803804809
331,Wright Tarlton Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,29180.55078125,693.490658783748
332,Southridge Park,,Conservancy,Fort Worth,Local Park,Existing,City of Fort Worth,2019,88334.9580078125,1354.27995636965
333,Willowcreek Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,376422.51953125,2422.81601887264
334,Krauss Baker Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,1051540.52246094,9044.21066617286
335,Southwest Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,89222.3359375,1264.43933980992
336,Wedgwood Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,288105.668945312,2479.71235257767
337,Little People Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,129395.635742188,1447.0612267103
338,Kellis Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,660269.951171875,4065.03937580034
339,Stephens Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,164203.768554688,1917.88182785953
340,Blue Bonnet Circle Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,117577.286132812,1216.28463594493
341,Camelot Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,400233.288085938,2983.68277554126
342,Rosemont Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,1213250.74902344,4725.77707972278
343,Seminary Hills Park,,Neighborhood,Fort Worth,Local Park,Existing,City of Fort Worth,2019,278961.735351562,2190.97889952832
344,Worth Heights Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,26230.9931640625,657.970680873451
345,Thomas Place Park,,Community Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,119445.912109375,1388.10440452602
346,Veteran's Memorial Park,,Special Use,Fort Worth,Local Park,Existing,City of Fort Worth,2019,36104.23046875,986.94561655536
347,Ryan Place Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,13456.787109375,487.030762417297
348,Newby Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,136021.2734375,1519.58549591383
349,Fairmount Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,38910.4052734375,791.49312598009
350,Capps Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,223689.134765625,1938.25859378018
351,Daggett Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,132723.95703125,1694.6503575888
352,Harrold Park,,Pocket Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,84554.2353515625,1299.67271606072
353,Burk Burnett Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,128995.69140625,1441.90050638207
354,Federal Plaza,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,21379.7294921875,655.226336067353
355,Peter Smith Park,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,11796.8818359375,481.556839106581
356,Water Gardens,,Special Use,Fort Worth,Local Park,Existing,City of Fort Worth,2019,264099.887695312,2379.20991773642
357,Haynes Memorial Triangle,,Urban Park,Fort Worth,Local Park,Existing,City of Fort Worth,2019,58499.6923828125,1188.23732356725
358,Rolling Hills Park,,Special Use,Fort Worth,Local Park,Existing,City of Fort Worth,2019,9139087.94433594,23085.7071485596
