OBJECTID,NAME,OWNER,NOTES,CITY,FEATTYPE,STATUS,SOURCE,SOURCE_YEAR,ShapeSTArea,ShapeSTLength
590,Ferguson Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,413258.009765625,2819.18808236851
591,Jaycee-Zaragoza Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,765867.966796875,4470.38436557109
592,Bernal Greenbelt,Streets,Linear,Dallas,Local Park,Existing,City of Dallas,2019,1059274.953125,15356.3758097339
593,Pointer Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,47015.30078125,1054.4435448639
594,Fish Trap Lake Park,Dallas Housing Authority,Community Park,Dallas,Local Park,Existing,City of Dallas,2017,2033944.19433594,6543.6868040882
595,Mattie Nash-Myrtle Davis Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,460144.802734375,2814.917926624
596,Bickers Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,132950.06640625,1709.18998597295
597,Benito Juarez Park,Dallas ISD,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,258711.555664062,2939.86128517451
598,Hattie Rankin Moore Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,145611.555664062,2084.53508428748
599,Pueblo Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,23714.8408203125,616.127093288054
600,Pike Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,165286.313476562,1732.49091465277
601,Anita Harris Phelps Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,11034.685546875,468.868152435616
602,Betty Marcus Park,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,34450.0361328125,839.108271817029
603,San Jacinto Plaza,Streets,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,8652.3330078125,363.069662718096
604,Akard Park,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,5753.830078125,386.573314901517
605,Celebration of Life Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,25081.5869140625,629.091355188089
606,John W Carpenter Plaza,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,143288.974609375,3750.55162930883
607,James W Aston Park,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,21463.744140625,747.820290715275
608,Main Street Garden Park,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,83353.970703125,1238.18711166408
609,Pegasus Plaza,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,22266.0341796875,646.126748132021
610,Stone Place Mall,Streets,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,8214.0517578125,478.471089631091
611,Marilla Akard Young Triangle,Park,Dallas Police Memorial,Dallas,Local Park,Existing,City of Dallas,2019,70444.2431640625,1101.43539244338
612,Pioneer Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2017,196093.344726562,1862.60664054704
613,Neighborhood Greenbelt,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2017,284306.206054688,7030.27391962294
614,Kensington Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,99697.1103515625,1287.91069092676
615,Mulholland Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,69952.7392578125,1041.59895030583
616,Meadowview Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,492561.686523438,3891.38529648481
617,Thousand Oaks Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,221436.50390625,2663.88439604993
618,Meadow Oaks Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,146048.361328125,1665.01064138842
619,Windsor Ridge Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,95373.576171875,2839.16882848679
620,Lake Shore Park,City of Corinth,Undeveloped,Corinth,Local Park,Existing,PADUSA,2020,326754.05078125,2583.26351749401
621,Eagle Pass Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,89348.8046875,2057.87568791353
622,The Knoll Park,City of Corinth,,Corinth,Local Park,Existing,City of Corinth,2019,266539.004882812,6582.41394631445
623,Lubben Plaza,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,34537.109375,747.335011932778
624,Ferris Plaza,Park,Special (Downtown),Dallas,Local Park,Existing,City of Dallas,2019,41220.125,812.141148864674
625,Martyrs Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,86490.5908203125,1223.5676069147
626,Exall Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,458886.654296875,2877.39248341457
627,Reunion Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2017,47656.435546875,878.821583241163
628,Oak Cliff Founders Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,556385.104492188,3966.86772126984
629,Lake Cliff Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1803399.34277344,5352.86214479751
630,City Park,Park,Special (OCA),Dallas,Local Park,Existing,City of Dallas,2019,789426.288085938,6888.64461600203
631,Samuell-Beaumont Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,98851.4111328125,1249.59475208215
632,Central Square,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,46885.2685546875,866.947526670084
633,Buckner Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,391177.09375,2748.85083702102
634,Crockett Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,81051.7509765625,1225.39640628558
635,Old East Dallas Work Yard,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,91883.220703125,1879.03994981671
636,Samuell Grand Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,4265995.23828125,10010.0655220784
637,Fair Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,10726829.0029297,14059.931945723
638,Owenwood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,82866.6572265625,1160.69430750021
639,Parkdale Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,664550.282226562,4361.17626488918
640,Urban Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,73493.84375,1397.13489390281
641,Everglade,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,637479.938476562,3308.08414106644
642,Eladio R Martinez Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,45951.744140625,1005.55114300148
643,Bishop Flores Park,Park,Neighborhood,Dallas,Local Park,Existing,PADUSA,2020,662096.470703125,4174.16951194327
644,Frances Rizo Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,80270.046875,1290.69649744931
645,Stafford Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,26356.4951171875,657.736314876005
646,Forest Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,104815.756835938,1321.05840246673
647,Kimble Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,63605.66015625,1331.94591750018
648,Martin Luther King Jr,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,198689.9921875,2550.65481041302
649,Liberty Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,46005.6171875,906.569426110115
650,Wheatley Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,45061.458984375,849.803432630646
651,Exline Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,188722.966796875,1730.80709373261
652,TG Terry Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,53101.6650390625,1119.34287319095
653,JJ Craft Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,857679.6796875,4129.10470728202
654,Wahoo Park,DHA,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,580665.580078125,4664.49044158663
655,Lawnview Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1615572.01464844,6536.86985702527
656,Willie Mae Butler Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,336592.9140625,2622.75795652452
657,Bisbee Parkway,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,333827.71875,4191.93639092485
658,Urbandale Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,165787.583007812,1610.89751341951
659,Pleasant Oaks,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,839266.02734375,3917.88272791089
660,Cedar Run Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,280652.6328125,2330.71392183576
661,JP Hawn Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,440422.470703125,2669.61849948431
662,Sand Springs,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,109780.73046875,1427.28370380553
663,Arcadia Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,964296.080078125,5692.01978968128
664,Mountain Valley,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,787560.048828125,9733.77728706802
665,Beverly Hills Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,116410.645507812,1354.67369488081
666,Stemmons Plaza,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,14503.4296875,644.826389385036
667,Heights Garden,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,6578.484375,360.229374615069
668,Kidd Springs Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1230490.53710938,5707.21891713072
669,Stone Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,3690.52734375,296.085468292556
670,Ruthmeade Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,68900.5244140625,1428.48108952811
671,Turner Plaza,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,51819.787109375,970.332557902245
672,Eighth & Davis Triangle,Park,Special (Median),Dallas,Local Park,Existing,City of Dallas,2019,8027.53125,512.754711156071
673,Tama Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,97145.525390625,1567.73035583272
674,Moore Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1026581.1953125,5596.9149525359
675,Mt Lebanon Baptist,,Private Park,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,21694423.1992188,24187.5838876062
676,Prairie View Park,,Neighborhood,Cedar Hill,Local Park,Existing,City Website,2020,287438.9609375,2289.27399257729
677,Park Bear Creek Ranch,,Neighborhood,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,246054.099609375,2313.82100336809
678,Waterford Oaks East,,Linkage Park/Trail,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,391354.245117188,6066.78586635948
679,Cedar Hill Recreation Center,,Community Park,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,946609.83203125,4540.97858769293
680,Creeks at Windmill Hill Park,,Linkage Park/Trail,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,221879.788085938,4272.08080480145
681,Wooded Creek Greenbelt,,Linkage Park/Trail,Cedar Hill,Local Park,Existing,City Website,2020,314651.317382812,6188.99404083521
682,Meadows Park,,Neighborhood,Cedar Hill,Local Park,Existing,Google,2020,135170.770507812,1517.98886018716
683,Liberty Park,,Linkage Park/Trail,Cedar Hill,Local Park,Existing,City of Cedar Hill,2017,861085.032226562,8339.36810967808
684,Softball World,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,1584076.93847656,8004.93401503216
685,Park Hollow Addition,,,Euless,Local Park,Existing,City of Euless,2017,235472.095703125,3447.39124047714
686,West Park,City of Euless,Park,Euless,Local Park,Existing,City of Euless,2020,877241.598632812,3958.29142013109
687,Oakridge Estates,,,Euless,Local Park,Existing,City of Euless,2017,110157.783203125,1725.90131795129
688,Midway Park,City of Euless,,Euless,Local Park,Existing,City of Euless,2020,925264.198242188,4517.76264721505
689,Bonnie View Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,175447.737304688,1712.24439369531
690,Cadillac Heights Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,48057.8916015625,922.642393824671
691,Peary Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,98972.19140625,1499.27962112654
692,Devon-Anderson Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1151199.53808594,6077.08938496244
693,Holcomb Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,477091.866210938,3114.91125632295
694,Chestnut Park,Park,Conservation,Dallas,Local Park,Existing,City of Dallas,2019,291110.6796875,2211.92854293025
695,Bitter Creek Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,1110733.25195312,8213.82123744751
696,Cheyenne Park,City of Dallas,Public,Balch Springs,Local Park,Existing,City of Balch Springs,2020,561287.56640625,3058.09976339158
697,Kensington Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,94163.7734375,1243.03728691076
698,Grove Oaks Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,19125.26953125,604.956319923799
699,Apache Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,316246.328125,2275.84539001513
700,Woodland Springs Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,1508613.46289062,7969.502333058
701,McCommas Bluff Preserve,Dallas County,Conservation,Dallas,Local Park,Existing,City of Dallas,2019,4548401.75,16340.2048603849
702,Fireside Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1441292.59960938,5251.82685239474
703,Pemberton Hill Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1669779.51269531,6777.01630252157
704,Fruitdale Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,216540.094726562,1919.19239043034
705,Sargent Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,677642.18359375,3331.84983284731
706,Boren-Hilseweck Park,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,816912.672851562,6781.35940826781
707,Miller Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,146407.197265625,1672.47397074147
708,Deerpath Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,206101.567382812,1820.80874287383
709,West Trinity Heights Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,64527.537109375,1072.84801480321
710,Herndon Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,240699.157226562,2956.05249271794
711,Beckley Saner Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,664512.2265625,3340.31004787645
712,Westmoreland Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,362902.705078125,2395.08543419614
713,Westhaven Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1316898.32617188,9565.5378539803
714,Doris Berry Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,807763.94921875,4617.89066290515
715,Pecan Grove Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,966616.762695312,5870.2530902072
716,Maryland,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,11798.1005859375,512.826061161708
717,Lizzie Oliver Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,162301.858398438,2027.1004740478
718,Veterans Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,305392.715820312,2680.90610844547
719,Bushman Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,150024.689453125,1710.7461304813
720,Seaton Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,184365.661132812,1893.83268947735
721,Joppa Preserve,Park,Metro,Dallas,Local Park,Existing,City of Dallas,2019,12900379.0976562,24956.4210507863
722,Kleberg Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,2003808.890625,8027.7257928146
723,Forest Cliff Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,380474.2109375,2486.4375894434
724,Blue Bird Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,107082.31640625,1342.70440647281
725,Boulder Park,Aviation,Metro,Dallas,Local Park,Existing,City of Dallas,2019,4851943.1328125,10182.3938847852
726,Thurgood Marshall Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1035224.84277344,4156.96615099739
727,Twin Falls,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,265562.0546875,2527.5802409901
728,Beckley Heights Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,301552.8046875,2203.91648921716
729,Miller Family Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,551773.557617188,3040.6156148244
730,JJ Lemmon Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,859118.892578125,8298.92449894605
731,Teagarden Place,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,310015.857421875,3151.47777444514
732,Fox Hollow Park,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,1550370.54296875,16562.6610646817
733,Sugarberry Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,555036.032226562,3557.31775110092
734,Peacock Branch,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,32976.8662109375,1568.9825898939
735,Indian Ridge,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,355368.897460938,2640.841101291
736,Meadow Stone Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,447356.1875,2851.3438625086
737,Danieldale Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,813849.104492188,3999.78569966302
738,Alta Mesa Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,974512.205078125,5910.21523487692
739,Little Bear Addition,,,Euless,Local Park,Existing,City of Euless,2017,402645.750976562,5717.4764591192
740,McInnish Sports Complex,,NA,Carrollton,Local Park,Existing,City of Carrollton/ESRI Streets Base Map,2019,8715294.57128906,12881.6342244037
741,Mary Heads Carter Park,,CO,Carrollton,Local Park,Existing,City of Carrollton,2019,508172.331054688,3010.84212769416
742,Mill Valley Park,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,361862.400390625,2442.33690692109
743,Josey Ranch Greenbelt,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,2259348.24316406,13166.8095540093
744,Keller Springs Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,158191.915039062,2184.77637780239
745,Pioneer Park,,CO,Carrollton,Local Park,Existing,City of Carrollton,2019,12314.7861328125,512.990982854404
746,Francis Perry Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,97153.9638671875,1277.38987783477
747,Holman D Rhoton Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,172245.174804688,1746.79974512339
748,Josey Ranch Sports Complex,,AC,Carrollton,Local Park,Existing,City of Carrollton,2019,3301008.51367188,9063.88914070542
749,WJ Thomas Park,,Aquatic Complex & Sports Field,Carrollton,Local Park,Existing,City of Carrollton,2019,1477544.5390625,14338.4598559977
750,Gravley/AW Perry Museum,,CF,Carrollton,Local Park,Existing,City of Carrollton,2019,590559.837890625,4059.26128407783
751,Jimmy Porter Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,356894.103515625,2829.0467468103
752,Oakwood Springs Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,250732.063476562,2084.06791828331
753,Timber Creek Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,365498.537109375,3009.67002020313
754,Harold K Bessire Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,237662.235351562,2237.71917998872
755,Eisenhower Greenway # 1,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,605230.975585938,3827.7885881453
756,San Chester Tract,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,389748.967773438,3238.57675138174
757,Harvest Run Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,228816.202148438,1891.25079781564
758,Branch Hollow Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,123680.27734375,1771.2435869947
759,Greenbelt V (Woodlake),,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,1717584.51074219,6845.62815056048
760,Greenbelt IVB,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,125682.305664062,1644.74330526123
761,Martha Pointer Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,256542.448242188,2005.17087885
762,Oak Creek Park,,AC,Carrollton,Local Park,Existing,City of Carrollton,2019,2274059.95800781,7211.98915938676
763,Greenbelt IX,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,1443280.94140625,11164.5826865829
764,Greenbelt IVA,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,1038855.3984375,6569.82068674499
765,Greenbelt II,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,1800392.97460938,9235.85320953929
766,Greenbelt I,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,718070.068359375,6516.07915546192
767,Oak Hills Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,191417.321289062,1749.00306653129
768,Standridge Memorial Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,41660.498046875,880.233161983229
769,Nob Hill Greenbelt,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,6441756.10351562,21221.7371323054
770,Greenbelt VI,,GA,Carrollton,Local Park,Existing,PADUSA,2020,1469405.26660156,6903.95518497294
771,Clifford E Bill Hall Park,,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,269962.009765625,2143.53148167875
772,Ward Steenson Greenbelt,,GA,Carrollton,Local Park,Existing,City of Carrollton,2019,988678.501953125,6213.47134730602
773,Amphitheater,,CF,Carrollton,Local Park,Existing,City of Carrollton,2019,180221.857421875,1651.00628473641
774,Villages of Indian Creek Park (HOA),Private,NB,Carrollton,Local Park,Existing,City of Carrollton,2019,143566.248046875,6090.9224446123
775,Churchill Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,746997.267578125,5083.46960231949
776,Anderson-Bonner Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1915128.44140625,14230.2706916895
777,Hamilton Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,984770.95703125,6847.10560129004
778,Crown Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,706502.036132812,3366.67834370139
779,Marcus Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,748255.279296875,4272.0050000307
780,Webb Chapel Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,327347.623046875,2315.8633728553
781,Royal Park,Park & ONCOR,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,459937.993164062,3432.91087756261
782,Cox Lane Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,239467.70703125,2501.3416816132
783,Peter Pan Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,479762.852539062,6427.14210396534
784,Netherland Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,228287.884765625,2382.77851826685
785,Pagewood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,112274.380859375,1425.84025569633
786,Harry S Moss Park,Park,Metro,Dallas,Local Park,Existing,City of Dallas,2019,10675142.0048828,13749.4558800166
787,Arbor Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,26926.46484375,670.820283470336
788,Walnut Hill Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,380547.69140625,2468.79527105487
789,Preston Hollow Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,312778.911132812,2261.62361823998
790,RP Brooks Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1642459.19140625,6307.39937061326
791,Timberglen Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1082158.02050781,6362.03842414305
792,Katie Jackson Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,2091215.16992188,10462.0911224261
793,Bentwood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,254705.223632812,2472.59016716201
794,Rose Haggar Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,116406.47265625,1433.60438559848
795,Old Renner Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,191850.870117188,2040.58280844483
796,Frankford Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,196863.169921875,1928.11063290185
797,Bent Tree Meadow Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,112850.030273438,1364.36364238355
798,Campbell Green Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1001798.20800781,4318.28751562122
799,Kiowa Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,325131.9765625,3428.15698442225
800,Salado Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,184405.287109375,2126.73144164539
801,Fretz Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1160544.64550781,6651.8581965879
802,Cottonwood Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,213968.124023438,2080.79794236498
803,Crestline Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,27787.8046875,682.908387910713
804,Willow Square Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,28672.5400390625,681.196327277436
805,Jamestown Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,357518.895507812,2766.41916842267
806,Valley View West Park,Park,Linear,Dallas,Local Park,Existing,City of Dallas,2019,744498.922851562,4014.54194697102
807,Valley View Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1157857.53710938,4618.02602016478
808,White Rock Valley,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,198939.697265625,3207.3649482527
809,Samuell Garland Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1974090.01367188,5883.24607827284
810,Elm Fork Gun Club,Park,Special (Gun Club),Dallas,Local Park,Existing,City of Dallas,2019,9616744.22558594,15709.0048941623
811,Overlake Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,111250.985351562,1380.05263749734
812,Midway Manor Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,55961.75390625,1033.91559551512
813,Bluff View,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,114286.6875,1372.0150482484
814,Tommie M Allen Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,848777.686523438,4023.27669603329
815,Hulcy Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,1237283.83984375,4573.88994466086
816,Willoughby Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,182687.696289062,1936.88071418113
817,Barry H Barker Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,215728.21484375,3611.00775665264
818,Samuell-New Hope,Park,Metro,Sunnyvale,Local Park,Existing,City of Dallas,2019,5165812.40820312,10720.5184633287
819,Bel-Aire Park,Park,Neighborhood,Dallas,Local Park,Existing,City of Dallas,2019,88850.5546875,1226.87250137492
820,JJ Craft House,Park,Special (OCA),Dallas,Local Park,Existing,City of Dallas,2019,5138.1376953125,305.901720539899
821,William B Dean Park,Park,Special,Dallas,Local Park,Existing,City of Dallas,2019,361297.92578125,3717.90913520991
822,Helen C Emory Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,12084.1787109375,441.879850083491
823,Glendale Park,Park,Community Park,Dallas,Local Park,Existing,City of Dallas,2019,2543127.76757812,16858.1659569667
824,Parkview Park,Park,Mini-Park,Dallas,Local Park,Existing,City of Dallas,2019,27614.611328125,751.177009053023
